timestamp,sensor_group,channel,raw_adc,voltage,dose_rad,elapsed_seconds,voltage_valid,voltage_diff_from_mean,voltage_abs_diff_from_mean
2026-06-08 08:15:01.105064,R1,1,1608,0.263369963,122.6905402,0.0,True,0.008366119148148166,0.008366119148148166
2026-06-08 08:16:01.116768,R1,1,1600,0.253601954,112.9130815,60.011704,True,-0.0014018898518518008,0.0014018898518518008
2026-06-08 08:17:01.130451,R1,1,1598,0.251159951,110.5377121,120.025387,True,-0.0038438928518518267,0.0038438928518518267
2026-06-08 08:18:01.143011,R1,1,1595,0.247496947,107.0261919,180.037947,True,-0.007506896851851824,0.007506896851851824
2026-06-08 08:19:01.154911,R1,1,1602,0.256043956,115.3159971,240.049847,True,0.0010401121481481979,0.0010401121481481979
2026-06-08 08:19:42.291724,R1,1,1603,0.257264957,116.527801,281.18666,True,0.002261113148148197,0.002261113148148197
2026-06-08 08:26:01.244481,R1,1,1606,0.260927961,120.2046749,660.139417,True,0.005924117148148167,0.005924117148148167
2026-06-08 08:27:01.257503,R1,1,1601,0.254822955,114.1110928,720.152439,True,-0.00018088885185180148,0.00018088885185180148
2026-06-08 08:28:01.263995,R1,1,1602,0.256043956,115.3159971,780.158931,True,0.0010401121481481979,0.0010401121481481979
2026-06-08 08:29:01.281636,R1,1,1607,0.262148962,121.4441417,840.176572,True,0.007145118148148166,0.007145118148148166
2026-06-08 08:30:01.296084,R1,1,1602,0.256043956,115.3159971,900.19102,True,0.0010401121481481979,0.0010401121481481979
2026-06-08 08:31:01.321954,R1,1,1603,0.257264957,116.527801,960.21689,True,0.002261113148148197,0.002261113148148197
2026-06-08 08:32:01.322993,R1,1,1606,0.260927961,120.2046749,1020.217929,True,0.005924117148148167,0.005924117148148167
2026-06-08 08:33:01.337138,R1,1,1595,0.247496947,107.0261919,1080.232074,True,-0.007506896851851824,0.007506896851851824
2026-06-08 08:34:01.350098,R1,1,1595,0.247496947,107.0261919,1140.245034,True,-0.007506896851851824,0.007506896851851824
2026-06-08 08:35:01.361172,R1,1,1595,0.247496947,107.0261919,1200.256108,True,-0.007506896851851824,0.007506896851851824
2026-06-08 08:36:01.375152,R1,1,1598,0.251159951,110.5377121,1260.270088,True,-0.0038438928518518267,0.0038438928518518267
,R1,1,1596,0.248717949,108.1898363,,True,-0.006285894851851825,0.006285894851851825
,R1,1,1605,0.25970696,118.9721335,,True,0.004703116148148168,0.004703116148148168
,R1,1,1605,0.25970696,118.9721335,,True,0.004703116148148168,0.004703116148148168
,R1,1,1602,0.256043956,115.3159971,,True,0.0010401121481481979,0.0010401121481481979
,R1,1,1602,0.256043956,115.3159971,,True,0.0010401121481481979,0.0010401121481481979
,R1,1,1598,0.251159951,110.5377121,,True,-0.0038438928518518267,0.0038438928518518267
,R1,1,1596,0.248717949,108.1898363,,True,-0.006285894851851825,0.006285894851851825
,R1,1,1606,0.260927961,120.2046749,,True,0.005924117148148167,0.005924117148148167
,R1,1,1600,0.253601954,112.9130815,,True,-0.0014018898518518008,0.0014018898518518008
,R1,1,1605,0.25970696,118.9721335,,True,0.004703116148148168,0.004703116148148168
