time,R1_ch1,R1_ch2,R1_ch3,R1_ch4,R1_ch5,R2_ch1,R2_ch2,R2_ch3,R2_ch4,R2_ch5
2026-06-17T18:55:48.668619,0.133834,0.127729,0.176569,0.050806,0.268144,0.138254,0.132149,0.138254,0.116276,0.245702
2026-06-17T18:56:48.681635,0.137497,0.131392,0.172906,0.052027,0.269365,0.132149,0.143138,0.14558,0.12116,0.246923
2026-06-17T18:57:48.696402,0.137497,0.127729,0.176569,0.052027,0.268144,0.134591,0.134591,0.138254,0.118718,0.242039
2026-06-17T18:58:48.710270,0.139939,0.12895,0.174127,0.048364,0.265702,0.140696,0.143138,0.141917,0.115055,0.239597
2026-06-17T18:59:48.727288,0.131392,0.126508,0.175348,0.044701,0.271807,0.139475,0.140696,0.139475,0.12116,0.24326
2026-06-17T19:00:48.739739,0.132613,0.124066,0.17779,0.052027,0.26326,0.134591,0.134591,0.134591,0.118718,0.238376
2026-06-17T19:01:48.752544,0.136276,0.130171,0.172906,0.053248,0.268144,0.129707,0.141917,0.140696,0.122381,0.235934
2026-06-17T19:02:48.766931,0.133834,0.125287,0.17779,0.049585,0.264481,0.135812,0.137033,0.141917,0.118718,0.235934
2026-06-17T19:03:48.779561,0.139939,0.131392,0.174127,0.048364,0.268144,0.137033,0.135812,0.140696,0.118718,0.237155
2026-06-17T19:04:48.794951,0.137497,0.12895,0.17779,0.049585,0.270586,0.135812,0.139475,0.143138,0.115055,0.239597
2026-06-17T19:05:48.809201,0.135055,0.125287,0.175348,0.048364,0.27547,0.13337,0.13337,0.14558,0.119939,0.233492
2026-06-17T19:06:48.820577,0.133834,0.127729,0.180232,0.050806,0.268144,0.130928,0.134591,0.141917,0.123602,0.242039
2026-06-17T19:07:48.835301,0.136276,0.135055,0.171685,0.050806,0.269365,0.135812,0.138254,0.14558,0.12116,0.235934
2026-06-17T19:08:48.848888,0.131392,0.131392,0.172906,0.054469,0.273028,0.128486,0.141917,0.138254,0.119939,0.240818
2026-06-17T19:09:48.863406,0.139939,0.127729,0.176569,0.047143,0.27547,0.135812,0.139475,0.141917,0.113834,0.245702
2026-06-17T19:10:48.876399,0.14116,0.12895,0.176569,0.042259,0.271807,0.140696,0.138254,0.141917,0.12116,0.239597
2026-06-17T19:11:48.890453,0.138718,0.131392,0.170464,0.049585,0.271807,0.129707,0.135812,0.144359,0.124823,0.24326
2026-06-17T19:12:48.904925,0.136276,0.131392,0.170464,0.052027,0.262039,0.134591,0.134591,0.139475,0.118718,0.239597
2026-06-17T19:13:48.917670,0.133834,0.126508,0.17779,0.045922,0.264481,0.137033,0.140696,0.140696,0.119939,0.245702
2026-06-17T19:14:48.932615,0.131392,0.122845,0.175348,0.045922,0.269365,0.139475,0.141917,0.13337,0.119939,0.240818
2026-06-17T19:15:48.948167,0.135055,0.131392,0.176569,0.054469,0.268144,0.13337,0.137033,0.146801,0.117497,0.237155
2026-06-17T19:16:48.959903,0.135055,0.124066,0.172906,0.04348,0.269365,0.132149,0.140696,0.14558,0.12116,0.245702
2026-06-17T19:17:48.973932,0.136276,0.131392,0.180232,0.047143,0.265702,0.137033,0.141917,0.140696,0.117497,0.244481
2026-06-17T19:18:48.987722,0.133834,0.130171,0.170464,0.047143,0.270586,0.135812,0.135812,0.138254,0.119939,0.244481
2026-06-17T19:19:49.000155,0.131392,0.133834,0.174127,0.047143,0.264481,0.134591,0.138254,0.141917,0.12116,0.248144
2026-06-17T19:20:49.017577,0.138718,0.125287,0.172906,0.052027,0.271807,0.135812,0.135812,0.137033,0.12116,0.233492
2026-06-17T19:21:49.029639,0.133834,0.127729,0.175348,0.045922,0.268144,0.13337,0.135812,0.139475,0.115055,0.234713
2026-06-17T19:22:49.044237,0.138718,0.12895,0.171685,0.053248,0.271807,0.132149,0.139475,0.143138,0.123602,0.24326
2026-06-17T19:23:49.058428,0.135055,0.12895,0.180232,0.044701,0.271807,0.135812,0.134591,0.146801,0.123602,0.242039
2026-06-17T19:24:49.072834,0.133834,0.130171,0.169243,0.050806,0.268144,0.132149,0.138254,0.144359,0.116276,0.24326
2026-06-17T19:25:49.085450,0.137497,0.132613,0.179011,0.048364,0.26326,0.137033,0.141917,0.143138,0.117497,0.245702
2026-06-17T19:26:49.100585,0.137497,0.133834,0.17779,0.048364,0.268144,0.135812,0.134591,0.140696,0.118718,0.235934
2026-06-17T19:27:49.115390,0.138718,0.12895,0.172906,0.049585,0.273028,0.13337,0.137033,0.140696,0.119939,0.24326
2026-06-17T19:28:49.126095,0.136276,0.133834,0.176569,0.050806,0.270586,0.132149,0.137033,0.141917,0.118718,0.245702
2026-06-17T19:29:49.143119,0.138718,0.130171,0.176569,0.048364,0.268144,0.134591,0.137033,0.137033,0.118718,0.240818
2026-06-17T19:30:49.155572,0.139939,0.132613,0.170464,0.053248,0.270586,0.13337,0.137033,0.139475,0.119939,0.24326
2026-06-17T19:31:49.171563,0.133834,0.12895,0.169243,0.048364,0.26326,0.134591,0.135812,0.143138,0.119939,0.237155
2026-06-17T19:32:49.185444,0.139939,0.126508,0.170464,0.052027,0.266923,0.135812,0.13337,0.140696,0.117497,0.235934
2026-06-17T19:33:49.197691,0.133834,0.136276,0.171685,0.050806,0.264481,0.135812,0.139475,0.140696,0.119939,0.242039
2026-06-17T19:34:49.212252,0.139939,0.131392,0.176569,0.049585,0.273028,0.137033,0.134591,0.137033,0.12116,0.242039
2026-06-17T19:35:49.224889,0.136276,0.126508,0.180232,0.044701,0.265702,0.132149,0.140696,0.141917,0.119939,0.242039
2026-06-17T19:36:49.239963,0.131392,0.12895,0.170464,0.045922,0.269365,0.139475,0.137033,0.139475,0.116276,0.24326
2026-06-17T19:37:49.254574,0.136276,0.127729,0.172906,0.053248,0.269365,0.130928,0.139475,0.144359,0.116276,0.239597
2026-06-17T19:38:49.266550,0.14116,0.122845,0.17779,0.045922,0.268144,0.135812,0.138254,0.148022,0.117497,0.237155
2026-06-17T19:39:49.282305,0.139939,0.131392,0.174127,0.052027,0.271807,0.140696,0.143138,0.140696,0.122381,0.232271
2026-06-17T19:40:49.296409,0.142381,0.135055,0.176569,0.048364,0.274249,0.130928,0.138254,0.141917,0.115055,0.248144
2026-06-17T19:41:49.309722,0.139939,0.12895,0.176569,0.053248,0.274249,0.13337,0.139475,0.135812,0.118718,0.244481
2026-06-17T19:42:49.321399,0.139939,0.131392,0.172906,0.048364,0.270586,0.132149,0.140696,0.148022,0.116276,0.237155
2026-06-17T19:43:49.335023,0.132613,0.130171,0.174127,0.044701,0.270586,0.134591,0.139475,0.137033,0.118718,0.240818
2026-06-17T19:44:49.349232,0.138718,0.132613,0.174127,0.053248,0.265702,0.13337,0.137033,0.146801,0.12116,0.24326
2026-06-17T19:45:49.362694,0.137497,0.126508,0.17779,0.050806,0.273028,0.134591,0.141917,0.135812,0.122381,0.240818
2026-06-17T19:46:49.377164,0.137497,0.12895,0.175348,0.052027,0.271807,0.130928,0.140696,0.143138,0.122381,0.244481
2026-06-17T19:47:49.391495,0.139939,0.130171,0.180232,0.048364,0.269365,0.139475,0.143138,0.143138,0.12116,0.242039
2026-06-17T19:48:49.405629,0.136276,0.127729,0.179011,0.045922,0.264481,0.135812,0.143138,0.144359,0.118718,0.237155
2026-06-17T19:49:49.419107,0.136276,0.12895,0.172906,0.045922,0.265702,0.137033,0.141917,0.140696,0.118718,0.24326
2026-06-17T19:50:49.434157,0.132613,0.12895,0.179011,0.049585,0.269365,0.137033,0.134591,0.137033,0.123602,0.240818
2026-06-17T19:51:49.447744,0.137497,0.12895,0.172906,0.047143,0.269365,0.134591,0.141917,0.143138,0.118718,0.244481
2026-06-17T19:52:49.460640,0.135055,0.127729,0.172906,0.045922,0.269365,0.135812,0.139475,0.14558,0.119939,0.240818
2026-06-17T19:53:49.474380,0.142381,0.127729,0.171685,0.050806,0.274249,0.135812,0.138254,0.139475,0.116276,0.239597
2026-06-17T19:54:49.488200,0.137497,0.125287,0.171685,0.053248,0.273028,0.13337,0.138254,0.144359,0.118718,0.245702
2026-06-17T19:55:49.503408,0.138718,0.127729,0.17779,0.048364,0.273028,0.135812,0.139475,0.137033,0.118718,0.24326
2026-06-17T19:56:49.517510,0.137497,0.135055,0.179011,0.052027,0.264481,0.140696,0.143138,0.137033,0.122381,0.246923
2026-06-17T19:57:49.530877,0.138718,0.12895,0.174127,0.053248,0.26326,0.130928,0.135812,0.148022,0.115055,0.240818
2026-06-17T19:58:49.547605,0.132613,0.127729,0.17779,0.049585,0.266923,0.134591,0.134591,0.140696,0.122381,0.245702
2026-06-17T19:59:49.556992,0.137497,0.12895,0.171685,0.047143,0.273028,0.134591,0.140696,0.143138,0.117497,0.235934
2026-06-17T20:00:49.573010,0.131392,0.126508,0.171685,0.047143,0.276691,0.130928,0.138254,0.137033,0.122381,0.239597
2026-06-17T20:01:49.585549,0.139939,0.132613,0.174127,0.050806,0.273028,0.134591,0.134591,0.144359,0.116276,0.233492
2026-06-17T20:02:49.600650,0.138718,0.130171,0.17779,0.049585,0.262039,0.138254,0.134591,0.143138,0.12116,0.235934
2026-06-17T20:03:49.613386,0.139939,0.131392,0.171685,0.049585,0.269365,0.137033,0.138254,0.137033,0.117497,0.242039
2026-06-17T20:04:49.626530,0.137497,0.131392,0.171685,0.045922,0.270586,0.137033,0.140696,0.141917,0.12116,0.237155
2026-06-17T20:05:49.640930,0.133834,0.132613,0.176569,0.045922,0.273028,0.134591,0.139475,0.137033,0.119939,0.237155
2026-06-17T20:06:49.654036,0.139939,0.12895,0.179011,0.050806,0.271807,0.135812,0.14558,0.137033,0.124823,0.248144
2026-06-17T20:07:49.667846,0.136276,0.131392,0.17779,0.045922,0.269365,0.127265,0.13337,0.138254,0.123602,0.245702
2026-06-17T20:08:49.682413,0.135055,0.132613,0.168022,0.047143,0.26326,0.13337,0.140696,0.144359,0.118718,0.24326
2026-06-17T20:09:49.696159,0.138718,0.126508,0.17779,0.049585,0.270586,0.135812,0.141917,0.138254,0.115055,0.240818
2026-06-17T20:10:49.710462,0.135055,0.127729,0.169243,0.050806,0.269365,0.129707,0.134591,0.144359,0.123602,0.24326
2026-06-17T20:11:49.723623,0.136276,0.12895,0.175348,0.049585,0.270586,0.135812,0.138254,0.137033,0.12116,0.239597
2026-06-17T20:12:49.740782,0.133834,0.130171,0.172906,0.045922,0.270586,0.137033,0.139475,0.144359,0.112613,0.240818
2026-06-17T20:13:49.751929,0.138718,0.130171,0.170464,0.053248,0.271807,0.138254,0.137033,0.138254,0.122381,0.242039
2026-06-17T20:14:49.763539,0.133834,0.126508,0.17779,0.044701,0.265702,0.138254,0.139475,0.141917,0.122381,0.242039
2026-06-17T20:15:49.781469,0.136276,0.126508,0.176569,0.044701,0.270586,0.13337,0.140696,0.137033,0.119939,0.244481
2026-06-17T20:16:49.796232,0.139939,0.12895,0.174127,0.050806,0.269365,0.134591,0.135812,0.134591,0.119939,0.233492
2026-06-17T20:17:49.808924,0.131392,0.12895,0.174127,0.049585,0.270586,0.134591,0.139475,0.14558,0.12116,0.246923
2026-06-17T20:18:49.824659,0.133834,0.131392,0.175348,0.045922,0.264481,0.134591,0.137033,0.14558,0.122381,0.233492
2026-06-17T20:19:49.836291,0.138718,0.132613,0.170464,0.048364,0.269365,0.137033,0.137033,0.143138,0.119939,0.238376
2026-06-17T20:20:49.850968,0.139939,0.131392,0.17779,0.050806,0.271807,0.128486,0.140696,0.14558,0.119939,0.234713
2026-06-17T20:21:49.865780,0.138718,0.130171,0.175348,0.047143,0.265702,0.139475,0.144359,0.139475,0.122381,0.234713
2026-06-17T20:22:49.878025,0.135055,0.12895,0.171685,0.045922,0.268144,0.135812,0.134591,0.14558,0.115055,0.237155
2026-06-17T20:23:49.893259,0.131392,0.131392,0.174127,0.045922,0.269365,0.138254,0.143138,0.139475,0.117497,0.233492
2026-06-17T20:24:49.906375,0.131392,0.125287,0.176569,0.044701,0.27547,0.140696,0.140696,0.140696,0.122381,0.248144
2026-06-17T20:25:49.920269,0.139939,0.12895,0.172906,0.053248,0.265702,0.13337,0.137033,0.141917,0.115055,0.242039
2026-06-17T20:26:49.935602,0.137497,0.124066,0.171685,0.052027,0.268144,0.13337,0.135812,0.139475,0.117497,0.238376
2026-06-17T20:27:49.948033,0.137497,0.126508,0.171685,0.05569,0.268144,0.134591,0.135812,0.143138,0.122381,0.244481
2026-06-17T20:28:49.961711,0.136276,0.127729,0.180232,0.049585,0.265702,0.134591,0.138254,0.143138,0.116276,0.242039
2026-06-17T20:29:49.974142,0.135055,0.127729,0.17779,0.053248,0.262039,0.134591,0.141917,0.140696,0.119939,0.249365
