time,R1_ch1,R1_ch2,R1_ch3,R1_ch4,R1_ch5,R2_ch1,R2_ch2,R2_ch3,R2_ch4,R2_ch5
2026-06-14T17:47:58.889358,282.585,266.117,354.881,84.891,576.096,267.815,289.803,292.562,240.553,522.469
2026-06-14T17:48:58.905305,274.34,257.916,363.313,97.344,587.826,284.292,284.292,295.324,235.132,528.281
2026-06-14T17:49:58.917266,268.856,252.462,368.944,92.345,584.892,270.555,281.54,287.046,229.723,513.76
2026-06-14T17:50:58.934665,274.34,263.381,360.5,92.345,587.826,265.077,273.297,284.292,227.022,531.19
2026-06-14T17:51:58.943182,279.834,263.381,371.762,92.345,581.958,270.555,281.54,287.046,248.704,519.564
2026-06-14T17:52:58.961281,282.585,263.381,368.944,102.365,584.892,287.046,278.79,287.046,245.985,513.76
2026-06-14T17:53:58.971491,279.834,252.462,354.881,89.854,593.7,265.077,289.803,284.292,243.268,534.1
2026-06-14T17:54:58.986850,266.117,255.188,368.944,82.419,584.892,270.555,287.046,298.087,240.553,513.76
2026-06-14T17:55:59.001364,285.338,257.916,363.313,82.419,584.892,273.297,284.292,300.853,245.985,525.374
2026-06-14T17:56:59.013394,282.585,266.117,363.313,77.495,602.519,276.042,295.324,284.292,235.132,519.564
2026-06-14T17:57:59.029077,282.585,260.648,352.075,82.419,587.826,284.292,276.042,287.046,229.723,513.76
2026-06-14T17:58:59.041716,274.34,268.856,377.404,84.891,587.826,270.555,281.54,298.087,237.841,516.662
2026-06-14T17:59:59.054461,282.585,260.648,360.5,84.891,576.096,276.042,281.54,281.54,243.268,525.374
2026-06-14T18:00:59.070430,282.585,252.462,377.404,89.854,587.826,270.555,281.54,287.046,240.553,525.374
2026-06-14T18:01:59.084846,282.585,255.188,354.881,92.345,576.096,270.555,281.54,295.324,229.723,522.469
2026-06-14T18:02:59.096420,282.585,266.117,360.5,89.854,593.7,270.555,292.562,287.046,237.841,519.564
2026-06-14T18:03:59.110051,290.851,266.117,366.127,77.495,584.892,281.54,284.292,278.79,240.553,516.662
2026-06-14T18:04:59.124315,282.585,249.739,357.69,89.854,579.026,276.042,289.803,292.562,232.426,513.76
2026-06-14T18:05:59.140731,279.834,268.856,360.5,82.419,581.958,265.077,289.803,292.562,227.022,513.76
2026-06-14T18:06:59.153063,285.338,268.856,357.69,97.344,584.892,278.79,284.292,295.324,245.985,528.281
2026-06-14T18:07:59.167094,277.086,252.462,354.881,82.419,584.892,284.292,281.54,303.621,251.427,522.469
2026-06-14T18:08:59.178830,282.585,255.188,371.762,87.369,581.958,278.79,289.803,300.853,235.132,528.281
2026-06-14T18:09:59.194464,282.585,257.916,371.762,89.854,576.096,273.297,281.54,298.087,254.152,522.469
2026-06-14T18:10:59.207774,274.34,255.188,357.69,92.345,590.762,284.292,284.292,292.562,235.132,516.662
2026-06-14T18:11:59.220018,277.086,266.117,360.5,92.345,587.826,281.54,276.042,289.803,235.132,519.564
2026-06-14T18:12:59.229279,277.086,268.856,352.075,79.954,593.7,273.297,281.54,300.853,240.553,522.469
2026-06-14T18:13:59.245825,268.856,260.648,363.313,92.345,590.762,273.297,278.79,284.292,232.426,513.76
2026-06-14T18:14:59.260203,288.094,268.856,363.313,89.854,573.166,284.292,289.803,287.046,243.268,513.76
2026-06-14T18:15:59.276177,263.381,257.916,366.127,87.369,593.7,281.54,273.297,284.292,237.841,510.86
2026-06-14T18:16:59.280110,282.585,266.117,363.313,87.369,584.892,273.297,265.077,292.562,232.426,525.374
2026-06-14T18:17:59.292935,279.834,263.381,366.127,87.369,581.958,287.046,287.046,295.324,248.704,522.469
2026-06-14T18:18:59.307295,268.856,266.117,368.944,84.891,605.461,267.815,287.046,281.54,243.268,525.374
2026-06-14T18:19:59.321809,285.338,252.462,366.127,94.841,576.096,262.342,295.324,284.292,232.426,510.86
2026-06-14T18:20:59.337354,279.834,257.916,354.881,87.369,581.958,267.815,287.046,289.803,235.132,525.374
2026-06-14T18:21:59.348774,268.856,271.597,360.5,84.891,579.026,267.815,289.803,289.803,232.426,516.662
2026-06-14T18:22:59.365335,277.086,271.597,354.881,82.419,596.638,278.79,278.79,289.803,248.704,528.281
2026-06-14T18:23:59.376118,290.851,266.117,363.313,92.345,590.762,273.297,292.562,287.046,240.553,513.76
