timestamp,sensor_group,channel,raw_adc,voltage,dose_rad,elapsed_seconds,voltage_valid,voltage_diff_from_mean,voltage_abs_diff_from_mean
2026-06-08 08:15:01.892412,R2,3,1616,0.273137973,132.9120297,0.0,True,-0.006376339814814835,0.006376339814814835
2026-06-08 08:16:01.901596,R2,3,1621,0.279242979,139.5273723,60.009184,True,-0.00027133381481481145,0.00027133381481481145
2026-06-08 08:17:01.916223,R2,3,1618,0.275579976,135.5371594,120.023811,True,-0.0039343368148148095,0.0039343368148148095
2026-06-08 08:18:01.930160,R2,3,1624,0.282905983,143.5807535,180.037748,True,0.003391670185185214,0.003391670185185214
2026-06-08 08:18:43.062976,R2,3,1627,0.286568987,147.6974657,221.170564,True,0.0070546741851851835,0.0070546741851851835
2026-06-08 08:19:43.077738,R2,3,1626,0.285347985,146.3181816,281.185326,True,0.0058336721851852125,0.0058336721851852125
2026-06-08 08:25:02.017058,R2,3,1621,0.279242979,139.5273723,600.124646,True,-0.00027133381481481145,0.00027133381481481145
2026-06-08 08:26:02.029897,R2,3,1622,0.28046398,140.8714726,660.137485,True,0.0009496671851851879,0.0009496671851851879
2026-06-08 08:27:02.042423,R2,3,1625,0.284126984,144.9459462,720.150011,True,0.004612671185185213,0.004612671185185213
2026-06-08 08:28:02.049657,R2,3,1623,0.281684982,142.2225977,780.157245,True,0.002170669185185159,0.002170669185185159
2026-06-08 08:29:02.066967,R2,3,1624,0.282905983,143.5807535,840.174555,True,0.003391670185185214,0.003391670185185214
2026-06-08 08:30:02.082612,R2,3,1616,0.273137973,132.9120297,900.1902,True,-0.006376339814814835,0.006376339814814835
2026-06-08 08:31:02.107373,R2,3,1622,0.28046398,140.8714726,960.214961,True,0.0009496671851851879,0.0009496671851851879
2026-06-08 08:32:02.108731,R2,3,1619,0.276800977,136.8602218,1020.216319,True,-0.00271333581481481,0.00271333581481481
2026-06-08 08:33:02.124884,R2,3,1623,0.281684982,142.2225977,1080.232472,True,0.002170669185185159,0.002170669185185159
2026-06-08 08:34:02.135862,R2,3,1623,0.281684982,1422230000000000.0,1140.24345,True,0.002170669185185159,0.002170669185185159
2026-06-08 08:35:02.148507,R2,3,1612,0.268253968,127.7455787,1200.256095,True,-0.011260344814814804,0.011260344814814804
2026-06-08 08:36:02.160801,R2,3,1627,0.286568987,147.6974657,1260.268389,True,0.0070546741851851835,0.0070546741851851835
,R2,3,1620,0.278021978,138.1902907,,True,-0.0014923348148148108,0.0014923348148148108
,R2,3,1616,0.273137973,132.9120297,,True,-0.006376339814814835,0.006376339814814835
,R2,3,1622,0.28046398,140.8714726,,True,0.0009496671851851879,0.0009496671851851879
,R2,3,1621,0.279242979,139.5273723,,True,-0.00027133381481481145,0.00027133381481481145
,R2,3,1622,0.0,2804640000000000.0,,False,-0.2795143128148148,0.2795143128148148
,R2,3,1626,0.285347985,146.3181816,,True,0.0058336721851852125,0.0058336721851852125
,R2,3,1619,0.276800977,136.8602218,,True,-0.00271333581481481,0.00271333581481481
,R2,3,1620,0.278021978,138.1902907,,True,-0.0014923348148148108,0.0014923348148148108
,R2,3,1619,0.276800977,136.8602218,,True,-0.00271333581481481,0.00271333581481481
,R2,3,1621,0.279242979,139.5273723,,True,-0.00027133381481481145,0.00027133381481481145
