timestamp,sensor_group,channel,raw_adc,raw_voltage_v,delta_voltage_v,voltage_valid,dose_rad
2026-06-08 08:44:02.241214,R2,1,1617,1.974359,0.144359,True,298.087
2026-06-08 08:44:02.253141,R2,2,1626,1.985348,0.155348,True,323.06
2026-06-08 08:44:02.264817,R2,3,1619,1.976801,0.146801,True,303.621
2026-06-08 08:44:02.276470,R2,4,1604,1.958486,0.128486,True,262.342
2026-06-08 08:44:02.288113,R2,5,1712,2.090354,0.260354,True,569.126
2026-06-08 08:45:02.253086,R2,1,1614,1.970696,0.140696,True,289.803
2026-06-08 08:45:02.265133,R2,2,1621,1.979243,0.149243,True,309.165
2026-06-08 08:45:02.276974,R2,3,1620,1.978022,0.148022,True,306.392
2026-06-08 08:45:02.288725,R2,4,1601,1.954823,0.124823,True,254.152
2026-06-08 08:45:02.300470,R2,5,1704,2.080586,0.250586,True,545.753
2026-06-08 08:46:02.263570,R2,1,1610,1.965812,0.135812,True,278.79
2026-06-08 08:46:02.275734,R2,2,1614,1.970696,0.140696,True,289.803
2026-06-08 08:46:02.287822,R2,3,1619,1.976801,0.146801,True,303.621
2026-06-08 08:46:02.299909,R2,4,1596,1.948718,0.118718,True,240.553
2026-06-08 08:46:02.312005,R2,5,1699,2.074481,0.244481,True,531.19
2026-06-08 08:47:02.273720,R2,1,1618,1.97558,0.14558,True,300.853
2026-06-08 08:47:02.285487,R2,2,1614,1.970696,0.140696,True,289.803
2026-06-08 08:47:02.297153,R2,3,1621,1.979243,0.149243,True,309.165
2026-06-08 08:47:02.308781,R2,4,1605,1.959707,0.129707,True,265.077
2026-06-08 08:47:02.320403,R2,5,1709,2.086691,0.256691,True,560.351
2026-06-08 08:48:02.293015,R2,1,1616,1.973138,0.143138,True,295.324
2026-06-08 08:48:02.304887,R2,2,1621,1.979243,0.149243,True,309.165
2026-06-08 08:48:02.316573,R2,3,1627,1.986569,0.156569,True,325.846
2026-06-08 08:48:02.328316,R2,4,1607,1.962149,0.132149,True,270.555
2026-06-08 08:48:02.339985,R2,5,1700,2.075702,0.245702,True,534.1
2026-06-08 08:49:02.305640,R2,1,1619,1.976801,0.146801,True,303.621
2026-06-08 08:49:02.317481,R2,2,1617,1.974359,0.144359,True,298.087
2026-06-08 08:49:02.329166,R2,3,1623,1.981685,0.151685,True,314.716
2026-06-08 08:49:02.340826,R2,4,1605,1.959707,0.129707,True,265.077
2026-06-08 08:49:02.352485,R2,5,1702,2.078144,0.248144,True,539.924
2026-06-08 08:50:02.320935,R2,1,1614,1.970696,0.140696,True,289.803
2026-06-08 08:50:02.333163,R2,2,1616,1.973138,0.143138,True,295.324
2026-06-08 08:50:02.345167,R2,3,1622,1.980464,0.150464,True,311.939
2026-06-08 08:50:02.357231,R2,4,1604,1.958486,0.128486,True,262.342
2026-06-08 08:50:02.369160,R2,5,1705,2.081807,0.251807,True,548.67
