timestamp,sensor_group,channel,raw_adc,voltage,dose_rad,elapsed_seconds,voltage_valid,voltage_diff_from_mean,voltage_abs_diff_from_mean
2026-06-08 08:15:01.880590,R2,2,1619,0.276800977,136.8602218,0.0,True,-0.001562881319999987,0.001562881319999987
2026-06-08 08:16:01.889902,R2,2,1611,0.267032967,126.4713898,60.009312,True,-0.01133089131999998,0.01133089131999998
2026-06-08 08:17:01.904222,R2,2,1619,0.276800977,136.8602218,120.023632,True,-0.001562881319999987,0.001562881319999987
2026-06-08 08:18:01.918255,R2,2,1624,0.282905983,143.5807535,180.037665,True,0.004542124680000037,0.004542124680000037
2026-06-08 08:19:43.065998,R2,2,1627,0.286568987,147.6974657,281.185408,True,0.008205128680000007,0.008205128680000007
2026-06-08 08:25:02.004907,R2,2,1613,0.269474969,129.0267309,600.124317,True,-0.008888889319999982,0.008888889319999982
2026-06-08 08:26:02.018143,R2,2,1626,0.285347985,146.3181816,660.137553,True,0.006984126680000036,0.006984126680000036
2026-06-08 08:27:02.030735,R2,2,1619,0.276800977,136.8602218,720.150145,True,-0.001562881319999987,0.001562881319999987
2026-06-08 08:28:02.037960,R2,2,1618,0.275579976,135.5371594,780.15737,True,-0.0027838823199999863,0.0027838823199999863
2026-06-08 08:29:02.055127,R2,2,1620,0.278021978,138.1902907,840.174537,True,-0.0003418803199999876,0.0003418803199999876
2026-06-08 08:30:02.070729,R2,2,1626,0.285347985,146.3181816,900.190139,True,0.006984126680000036,0.006984126680000036
2026-06-08 08:31:02.095615,R2,2,1621,0.279242979,139.5273723,960.215025,True,0.0008791206800000118,0.0008791206800000118
2026-06-08 08:32:02.096961,R2,2,1620,0.278021978,138.1902907,1020.216371,True,-0.0003418803199999876,0.0003418803199999876
2026-06-08 08:35:02.135320,R2,2,1627,0.286568987,147.6974657,1200.25473,True,0.008205128680000007,0.008205128680000007
2026-06-08 08:36:02.149089,R2,2,1618,0.275579976,135.5371594,1260.268499,True,-0.0027838823199999863,0.0027838823199999863
,R2,2,1616,0.273137973,132.9120297,,True,-0.005225885320000012,0.005225885320000012
,R2,2,1613,0.269474969,129.0267309,,True,-0.008888889319999982,0.008888889319999982
,R2,2,1631,0.291452991,153.2852081,,True,0.013089132680000004,0.013089132680000004
,R2,2,1622,0.28046398,140.8714726,,True,0.002100121680000011,0.002100121680000011
,R2,2,1615,0.0,2.71917e+16,,False,-0.27836385832,0.27836385832
,R2,2,1621,0.279242979,139.5273723,,True,0.0008791206800000118,0.0008791206800000118
,R2,2,1626,0.285347985,146.3181816,,True,0.006984126680000036,0.006984126680000036
,R2,2,1621,0.279242979,139.5273723,,True,0.0008791206800000118,0.0008791206800000118
,R2,2,1614,0.270695971,130.3148527,,True,-0.007667887320000011,0.007667887320000011
,R2,2,1614,0.270695971,130.3148527,,True,-0.007667887320000011,0.007667887320000011
,R2,2,1621,0.279242979,139.5273723,,True,0.0008791206800000118,0.0008791206800000118
