timestamp,sensor_group,channel,raw_adc,voltage,dose_rad,elapsed_seconds,voltage_valid,voltage_diff_from_mean,voltage_abs_diff_from_mean
2026-06-08 08:15:01.142493,R1,4,1528,0.165689866,44.31454124,0.0,True,-0.0028344667499999865,0.0028344667499999865
2026-06-08 08:16:01.152176,R1,4,1530,0.168131868,45.76237278,60.009683,True,-0.0003924647499999878,0.0003924647499999878
2026-06-08 08:17:01.166003,R1,4,1534,0.173015873,48.73430755,120.02351,True,0.004491540250000009,0.004491540250000009
2026-06-08 08:18:01.179542,R1,4,1527,0.164468864,43.60012752,180.037049,True,-0.004055468749999985,0.004055468749999985
2026-06-08 08:19:01.190703,R1,4,1534,0.173015873,48.73430755,240.04821,True,0.004491540250000009,0.004491540250000009
2026-06-08 08:19:42.327772,R1,4,1533,0.171794872,47.98176731,281.185279,True,0.0032705392500000097,0.0032705392500000097
2026-06-08 08:25:01.266243,R1,4,1524,0.160805861,41.49478359,600.12375,True,-0.007718471749999983,0.007718471749999983
2026-06-08 08:26:01.280126,R1,4,1534,0.173015873,48.73430755,660.137633,True,0.004491540250000009,0.004491540250000009
2026-06-08 08:27:01.293133,R1,4,1533,0.171794872,47.98176731,720.15064,True,0.0032705392500000097,0.0032705392500000097
2026-06-08 08:28:01.300232,R1,4,1526,0.163247863,42.89203621,780.157739,True,-0.005276469749999985,0.005276469749999985
2026-06-08 08:29:01.317090,R1,4,1538,0.177899878,51.80841639,840.174597,True,0.009375545250000034,0.009375545250000034
2026-06-08 08:30:01.332229,R1,4,1529,0.166910867,45.0352866,900.189736,True,-0.0016134657499999872,0.0016134657499999872
2026-06-08 08:31:01.357564,R1,4,1530,0.168131868,45.76237278,960.215071,True,-0.0003924647499999878,0.0003924647499999878
2026-06-08 08:32:01.358547,R1,4,1529,0.166910867,45.0352866,1020.216054,True,-0.0016134657499999872,0.0016134657499999872
2026-06-08 08:33:01.373893,R1,4,1532,0.170573871,47.23560409,1080.2314,True,0.0020495382500000103,0.0020495382500000103
2026-06-08 08:34:01.385582,R1,4,1529,0.166910867,45.0352866,1140.243089,True,-0.0016134657499999872,0.0016134657499999872
2026-06-08 08:35:01.396994,R1,4,1535,0.174236874,49.49323373,1200.254501,True,0.005712541250000036,0.005712541250000036
2026-06-08 08:36:01.411104,R1,4,1535,0.174236874,49.49323373,1260.268611,True,0.005712541250000036,0.005712541250000036
,R1,4,1536,0.175457875,50.25855473,,True,0.0069335422500000354,0.0069335422500000354
,R1,4,1527,0.164468864,43.60012752,,True,-0.004055468749999985,0.004055468749999985
,R1,4,1532,0.170573871,47.23560409,,True,0.0020495382500000103,0.0020495382500000103
,R1,4,1530,0.168131868,45.76237278,,True,-0.0003924647499999878,0.0003924647499999878
,R1,4,1522,0.158363858,40.12270836,,True,-0.010160474749999981,0.010160474749999981
,R1,4,1530,0.168131868,45.76237278,,True,-0.0003924647499999878,0.0003924647499999878
,R1,4,1528,0.165689866,44.31454124,,True,-0.0028344667499999865,0.0028344667499999865
,R1,4,1530,0.168131868,45.76237278,,True,-0.0003924647499999878,0.0003924647499999878
,R1,4,1518,0.153479853,37.45378544,,True,-0.015044479749999978,0.015044479749999978
,R1,4,1536,0.175457875,50.25855473,,True,0.0069335422500000354,0.0069335422500000354
